"","Row.names","p_val","avg_logFC","pct.1","pct.2","p_val_adj","log1p_avg_cases","log1p_avg_controls"
"1","1700066B19Rik",NA,NA,NA,NA,NA,0,0
"2","1700092M07Rik",NA,NA,NA,NA,NA,0.00534236107437131,0
"3","5S-rRNA.103",NA,NA,NA,NA,NA,0.00289173662788165,0
"4","5S-rRNA.120",NA,NA,NA,NA,NA,0,0
"5","5S-rRNA.122",NA,NA,NA,NA,NA,0,0
"6","5S-rRNA.123",NA,NA,NA,NA,NA,0.00536711170912859,0
"7","5S-rRNA.195",NA,NA,NA,NA,NA,0,0
"8","5S-rRNA.206",NA,NA,NA,NA,NA,0,0
"9","5S-rRNA.223",NA,NA,NA,NA,NA,0,0
"10","5S-rRNA.258",NA,NA,NA,NA,NA,0,0
"11","5S-rRNA.264",NA,NA,NA,NA,NA,0.0532079386306936,0.0501685173904691
"12","5S-rRNA.274",NA,NA,NA,NA,NA,0,0
"13","5S-rRNA.285",NA,NA,NA,NA,NA,0,0
"14","5S-rRNA.40",NA,NA,NA,NA,NA,0,0
"15","5S-rRNA.97",NA,NA,NA,NA,NA,0,0
"16","7SK.108",NA,NA,NA,NA,NA,0,0
"17","7SK.116",NA,NA,NA,NA,NA,0.0106133597388043,0
"18","7SK.124",NA,NA,NA,NA,NA,0,0
"19","7SK.134",NA,NA,NA,NA,NA,0,0
"20","7SK.137",NA,NA,NA,NA,NA,0,0
"21","7SK.153",NA,NA,NA,NA,NA,0,0
"22","7SK.20",NA,NA,NA,NA,NA,0,0
"23","7SK.22",NA,NA,NA,NA,NA,0.00743707968924512,0
"24","7SK.23",NA,NA,NA,NA,NA,0.00289173662788165,0
"25","7SK.232",NA,NA,NA,NA,NA,0.0159067204974936,0
"26","7SK.233",NA,NA,NA,NA,NA,0.0150000888425088,0
"27","7SK.235",NA,NA,NA,NA,NA,0,0
"28","7SK.239",NA,NA,NA,NA,NA,0,0
"29","7SK.253",NA,NA,NA,NA,NA,0.0195495777624906,0.0890366401665571
"30","7SK.261",NA,NA,NA,NA,NA,0.00555006908118611,0
"31","7SK.272",NA,NA,NA,NA,NA,0,0
"32","7SK.279",NA,NA,NA,NA,NA,0,0
