"","Row.names","p_val","avg_logFC","pct.1","pct.2","p_val_adj","log1p_avg_cases","log1p_avg_controls"
"1","AABR07007055.1",0.864170879823086,-0.353469518548796,0.05,0.5,1,0.185906855711022,0.576699265092142
"2","AABR07058422.1",0.02767008495748,0.633997673559175,0.225,1,1,0.822555477584852,0
"3","AABR07060872.1",0.02767008495748,0.823212501159367,0.225,1,1,1.41939264749394,0
"4","AABR07068316.1",0.470582567121973,-0.286637757080689,0.325,0.75,1,0.832108525184946,1.45495493836674
"5","Aatk",0.758095993344616,0.348600660119492,0.75,1,1,1.81927393900316,1.90954794991395
"6","Abca1",0.585420461196655,0.653526407793139,0.45,1,1,1.23727402396616,0.576699265092142
"7","Abca8a",0.708414670978483,0.281348381810212,0.975,1,1,3.17697200630392,3.40388105524508
"8","Abi3bp",0.305122362594021,0.583685064981498,0.45,0.5,1,1.51456280476733,1.39981031439414
"9","AC109737.1",0.810722422272447,0.29494526840831,0.05,0.5,1,0.295444230805396,0
"10","AC111804.2",0.00202268924094762,0.440871547926515,0.15,1,1,0.441688273990349,0
"11","AC134224.1",0.0401323010511893,1.25989837723462,0.975,1,1,3.46072848047383,3.0344659199425
"12","Acsl3",0.0113839781291991,0.37029750805865,0.15,0.25,1,0.476326752231517,0.329358749216417
"13","Adam10",0.298878435797059,0.37989884924706,0.275,0.5,1,0.697330178462736,0.826053777691199
"14","Adamts12",0.00269914062123112,-0.276734866674298,0.025,0.25,1,0.062520356981334,0.759467999202255
"15","Adamts5",0.375706517821672,0.344409468578657,0.225,0.5,1,0.689612319413919,0.67225338458522
"16","Alcam",0.331085183427371,0.911067369960766,0.675,1,1,1.605530964041,2.45248568182982
"17","Amotl2",0.555778720851584,0.321512939743492,0.45,1,1,1.11604029291825,0.67225338458522
"18","Angptl4",0.00202268924094762,0.390125406602333,0.15,1,1,0.469718037473791,0
"19","Ank3",0.273075885313444,0.543041590307604,0.675,0.75,1,1.61405503647726,2.07315512626789
"20","Anxa1",0.377300101443704,0.485483312717571,0.75,1,1,1.54794345112688,2.02744081625446
"21","Aph1b",0.675321001165713,0.598904750495008,0.425,0.75,1,1.09884624770571,1.23968235847103
"22","Aplp2",0.526903972396523,0.290000993021546,0.225,0.75,1,0.680097394592101,1.17993507488831
"23","Apoe",0.356525666481818,0.37782042220899,0.5,0.5,1,1.36873584908253,1.49670987782659
"24","App",0.261404115056138,0.405914984051049,0.9,1,1,2.1918433052412,2.84005161591089
"25","Art2b",0.054526353494925,0.272706855603851,0.025,0.25,1,0.272829532080322,0
"26","Art3",0.379920238942391,0.398628796237096,0.9,1,1,2.35750562338797,1.92682604613376
"27","Aspa",0.298878435797059,0.522786651064783,0.275,0.5,1,0.977175259139153,0.93155199238692
"28","Atp1a2",0.949704594409157,0.552656555224164,0.575,1,1,1.64775929416894,0.576699265092142
"29","Bche",0.475576781494203,0.806502281604311,0.475,0.75,1,1.27604409791669,1.25193168156714
"30","Bst2",0.707834240091316,0.456303195111063,0.425,0.75,1,1.04331610115794,0.914637389277513
"31","Btg2",0.916272989368168,0.44482465996378,0.575,1,1,1.5280206255614,0
"32","C1qtnf1",0.0862908788901608,0.602917413742592,0.275,1,1,0.778226686888101,0
"33","C1r",0.354427443332279,0.401124298363467,0.375,0.5,1,1.04255129263523,0.774832860102903
"34","Cadm3",0.131147053561567,1.35285392196221,0.675,0.75,1,2.00244300309204,2.22188117241071
"35","Cald1",0.235161012278633,-0.604081198108385,0.625,1,1,1.3539917359196,2.23910037608833
"36","Cavin1",0.200497122321713,0.342396277930078,0.325,1,1,0.841908844620103,0
"37","Cavin3",1,0.269614231314605,0.55,1,1,1.5360017324266,1.60802927342503
"38","Ccl2",0.0134457688066547,1.4532988920062,0.2,1,1,1.74579208188643,0
"39","Ccl21",0.00202268924094762,0.367975092666329,0.15,1,1,0.385607690967038,0
"40","Ccl5",0.00569651262860035,0.254164052597826,0.175,1,1,0.490128084394149,0
"41","Ccn1",0.0862908788901608,1.01337489598652,0.275,1,1,1.20547405636591,0
"42","Cd320",0.0134457688066547,0.359295892906559,0.2,1,1,0.437124316384982,0
"43","Cd3d",0.0238638003793651,0.313225717283806,0.075,0.5,1,0.313326260794164,0
"44","Cd3e",0.000799643134043128,0.390068585974053,0.075,0.75,1,0.390306483004249,0
"45","Cd3g",1.50829488742585e-05,0.346115515341742,0.075,1,0.030165897748517,0.348471594256804,0
"46","Cd74",0.489387246383929,0.829344186285622,0.4,1,1,1.5269739296499,0
"47","Cd81",0.379145988179344,0.365360676118141,0.825,1,1,2.63511781926186,2.68086379378566
"48","Cdh1",0.000116161150322306,-0.28563013931569,0.1,1,0.232322300644613,0.343302370098561,0
"49","Cdh13",0.00122434976342716,-0.335494239408556,0,0.25,1,0,0.759467999202255
"50","Cdh19",0.526363647180912,0.380818890898653,0.85,1,1,2.29038745640454,2.66019824488872
"51","Cdkn1a",0.00569651262860035,0.343667746044058,0.175,1,1,0.622766903180839,0
"52","Cebpb",0.0862908788901608,0.574829164034331,0.275,1,1,0.721360350177458,0
"53","Chrdl1",0.0510669369527783,0.472335843683536,0.25,1,1,0.699620046444061,0
"54","Ckap4",0.00569651262860035,0.383514942903297,0.175,1,1,0.53899524617095,0
"55","Col11a1",0.588865453815899,0.492022610429033,0.475,0.75,1,1.3220271466842,1.50316005056717
"56","Col15a1",0.0233253481235018,-0.556511478842938,0.35,1,1,0.860752984172465,1.64737219019074
"57","Col1a1",0.378673330182247,0.56737447495105,0.8,1,1,2.4249905491519,2.75305043999964
"58","Col28a1",0.771897957459236,-0.454063433182374,0.4,0.5,1,0.878890628259306,2.02696880500268
"59","Col4a2",1,-0.304798770447584,0,0.5,1,0,1.5101078855989
"60","Col5a3",0.400644732417633,-0.250729412957446,0.775,1,1,1.7877470722245,2.97845074407001
"61","Copz2",0.200497122321713,0.481959576162171,0.325,1,1,0.659167899210449,0
"62","Cotl1",0.147480419059688,-0.279667067649369,0.475,1,1,1.06754393654341,1.30764198062217
"63","Cpe",0.15566947051394,0.42053478672922,0.325,1,1,1.04124643368065,0.450164044250481
"64","Creb3l1",0.810722422272447,0.253752805560699,0.05,0.5,1,0.256316676571612,0
"65","Crip2",0.553699046915258,-0.355751503236892,0.3,0.5,1,0.766609489401172,1.54525796573634
"66","Crlf1",0.0165107297262335,-0.375504485792943,0.1,0.25,1,0.244771455472442,0.888481328973177
"67","Cryab",1,0.331110613679361,0.725,1,1,1.98054593945526,2.73756574755018
"68","Csrp1",0.336410305671141,0.42687204001113,0.825,1,1,2.12415118794091,1.92829358313657
"69","Cst3",0.73789511679472,0.491198501166857,0.975,1,1,4.28370149375273,4.71500386521943
"70","Ctsb",0.0915976864461,0.865842949169727,0.625,0.5,1,1.571103013938,1.05224943864086
"71","Ctsc",0.00569651262860035,0.418456781516011,0.175,1,1,0.458269481734625,0
"72","Ctsd",0.378391868532609,0.354800611253294,0.375,1,1,0.848971219926669,1.5266833477966
"73","Ctsl",0.373888669348506,0.549621714102676,0.675,1,1,1.65986570657068,2.03155962982821
"74","Ctsz",5.43303091630183e-05,-0.44616162287443,0.1,1,0.108660618326037,0.22533288720518,0.539831155651353
"75","Cwc25",9.0485282307001e-05,-0.280854393801384,0.1,1,0.180970564614002,0.274341834587471,0.764709096491339
"76","Cxcl1",0.00202268924094762,0.445023935360915,0.15,1,1,0.512154229457826,0
"77","Cxcr4",0.0134457688066547,0.29952501758492,0.2,1,1,0.498280667641526,0
"78","Dbp",4.13338706424339e-06,0.409075407401417,0.125,0,0.00826677412848678,0.371759788900752,0
"79","Dclk1",0.448747520461829,0.486335044498065,0.8,1,1,1.98331835571132,1.03727246921226
"80","Ddah2",0.379145988179344,0.489044522606671,0.825,1,1,2.00904844667557,2.46522083376546
"81","Dhh",0.916272989368168,0.299254005999697,0.575,1,1,1.34084898043054,0.539831155651353
"82","Dmd",0.663052236497686,0.442210959194324,0.65,0.75,1,1.62595010798905,1.59275871367272
"83","Dpp7",0.197949524285968,0.325363470670595,0.375,0.5,1,0.755095157599338,0.99950580341913
"84","Dst",0.526582635303185,0.332886709564232,0.875,1,1,2.2366045115732,2.40779788614715
"85","Dusp1",0.207656674108827,1.0809288203278,0.35,0.5,1,1.37728430827198,0.450164044250481
"86","Ech1",0.949084903417634,0.63341073440154,0.525,1,1,1.3495322101286,0.983711252094291
"87","Egflam",0.0510669369527783,0.668291820916302,0.25,1,1,0.714684563370217,0
"88","Egr2",0.02767008495748,0.706880136301124,0.225,1,1,0.751863002327471,0
"89","Ehd4",0.0125484228835491,0.379815997334467,0.175,0.25,1,0.487682688144858,0.329358749216417
"90","Ell2",9.0485282307001e-05,-0.268450669582956,0.1,1,0.180970564614002,0.348151069382047,0.576699265092142
"91","Emp1",0.354427443332279,0.268719281401348,0.375,0.5,1,0.87100577762906,1.34913174444953
"92","Enpp2",0.0035337307038355,0.48761685671145,0.1,0.75,1,0.488291043644762,0
"93","Epdr1",0.487773011244642,0.57004372946527,0.575,0.75,1,1.51681324613507,1.68730562901851
"94","Ephx1",1.50829488742585e-05,0.265408681039009,0.075,1,0.030165897748517,0.293556243092262,0
"95","Fabp5",0.683715832810373,-0.420921687006248,0.5,0.75,1,1.32100203857082,1.86633065948312
"96","Fads1",0.135591609604699,0.327061782022947,0.3,1,1,0.693927411626793,1.34096545444331
"97","Fbln2",1.97298192691378e-05,0.803514321958763,0.175,0,0.0394596385382756,0.794542637889854,0
"98","Fgl2",0.578581507365706,1.07634888018342,0.725,1,1,2.95626044939553,3.50156091660485
"99","Flna",0.499687785051486,-0.276029322852403,0.325,0.75,1,0.849419710813808,1.38422725540483
"100","Flrt3",0.86829595446114,0.410115588360536,0.3,0.75,1,0.718385466459767,1.11986469385624
"101","Fos",0.85276507791971,-1.20224938001038,0.7,1,1,3.36359429881448,4.46724593958791
"102","Fosb",0.0471830550642151,0.352981479998331,0.4,0.25,1,1.85303335844881,2.2015026587273
"103","Frmd6",0.286420307658489,-0.63740539179114,0.3,0.75,1,0.76443669745907,2.01719562452511
"104","Fstl1",0.882318628424329,0.591787880055492,0.55,1,1,1.33882443235995,1.87154323988308
"105","Fxyd1",0.728573833244593,0.273652139794295,0.95,1,1,4.04980818111055,4.14653618573093
"106","Fxyd7",0.751085474339568,0.900383030940276,0.55,1,1,1.5448339277202,0
"107","G0s2",0.848080657057761,0.461385651184966,0.525,0.75,1,1.49858564972058,1.09861354745269
"108","Gadd45a",0.0339603498248344,-0.490801955494032,0.175,0.25,1,0.388000028397242,1.90833386037665
"109","Gap43",0.0134457688066547,0.464781700641798,0.2,0.25,1,0.845203022418109,0.576699265092142
"110","Gas6",0.0146844293054772,0.748785573602752,0.275,0.25,1,0.754086450952836,0.329358749216417
"111","Gask1b",0.0339603498248344,-0.58132176056684,0.175,0.25,1,0.409684342169319,1.35141006662396
"112","Gbp2",0.0235991929707108,0.285111175037862,0.2,0.25,1,0.735803738025666,0.539831155651353
"113","Gda",0.0510669369527783,0.310112702459224,0.25,1,1,0.508077039539966,0
"114","Gfap",0.0189741087770858,0.529402218345659,0.25,0.25,1,1.14370600734554,1.72160114427246
"115","Gfra2",0.981722278681334,0.495077065094818,0.35,0.75,1,0.978967787279737,1.68116451128267
"116","Gimap4",0.648960030913179,0.257737714546203,0.1,0.5,1,0.256987344694906,0
"117","Glrx5",0.02767008495748,0.293175228625515,0.225,1,1,0.478905416748704,0
"118","Gpc1",0.320629397578663,0.48070377349949,0.175,0.75,1,0.482992105863142,0
"119","Gpm6a",0.86829595446114,0.331152457965453,0.3,0.75,1,0.650435033620448,1.17647803215021
"120","Gpx7",0.738516321371519,-0.30134974817999,0.1,0.5,1,0.218833583831352,0.576699265092142
"121","Gpx8",0.907354516997869,0.299462514477059,0.325,0.75,1,0.918489460257309,0.744692404905306
"122","Grn",0.907354516997869,0.368170998443989,0.325,0.75,1,1.09903801621018,1.35768091301761
"123","Gsn",0.157760426158867,1.13586926327794,0.8,0.75,1,2.6866956560852,2.60003001803625
"124","Gsta1",0.02767008495748,0.461978922910433,0.225,1,1,0.628608868807092,0
"125","Gulp1",0.382827492208566,0.638724650233686,0.525,0.75,1,1.31550242186551,1.35768091301761
"126","Hba-a1",0.526859588187055,0.295323160877765,0.95,1,1,2.44736566373599,1.50316005056717
"127","Hba-a2",0.916272989368168,0.870100976989695,0.575,1,1,1.55779707165168,0.764709096491339
"128","Hbegf",0.315631057841307,0.291232487682302,0.4,0.5,1,1.12919107202955,1.48872415294137
"129","Hist1h2bq",0.11912654697027,-0.511963667724336,0.375,1,1,0.983503518714514,1.31655170456871
"130","Hist3h2ba",0.281588692839683,0.766107737478104,0.35,1,1,1.03576541171805,0
"131","Hmgb2",0.0167681927938772,0.310754682468738,0.275,0.25,1,0.617017194690482,0.450164044250481
"132","Hmgcs1",0.0161986418964126,0.522018298704978,0.225,0.25,1,0.89979026752666,0.450164044250481
"133","Hspa1b",0.875957091948838,0.527330064759677,0.4,0.75,1,1.49143257312027,1.57359393295116
"134","Hspa2",0.983224982558488,0.374594356159452,0.575,1,1,1.63297015344443,0.764709096491339
"135","Hspb1",0.314379644453185,1.01042016818308,0.75,1,1,2.36052308963335,2.44707469298297
