"","Row.names","p_val","avg_logFC","pct.1","pct.2","p_val_adj","log1p_avg_cases","log1p_avg_controls"
"1","AC134224.2",0.228078272258201,-0.252716524562278,0.623,0.862,1,1.3942166473025,1.64188999904429
"2","Angptl7",6.54226058848571e-08,-0.423181567099436,0.016,0.149,0.000130845211769714,0.0885506131292734,0.512965159375551
"3","Apod",1.40355987773244e-08,1.83373091074374,0.071,0.628,2.80711975546489e-05,3.77203807556378,1.87965741102004
"4","Atf3",1.84126767669223e-25,0.410777330856921,0.187,0.926,3.68253535338446e-22,0.671259712229629,0.0770769387936233
"5","Ccdc80",0.0902798676585027,0.311076948485881,0.877,0.948,1,3.06690753226143,3.78600521751405
"6","Ccl11",6.51036431712135e-31,0.685481693723131,0.19,0.911,1.30207286342427e-27,1.93681139449152,1.30987179388962
"7","Ccl2",1.35066700749638e-67,0.29769886692102,0.048,0.944,2.70133401499275e-64,0.417743040987274,0.0346097128008532
"8","Ccl5",9.08467486365194e-35,0.462597012804181,0.147,0.937,1.81693497273039e-31,0.619653566224036,0.0271643704000666
"9","Ccn2",0.216483273434574,-0.544836786412616,0.262,0.558,1,1.61719381783915,2.73133944591995
"10","Cd74",3.83861123260314e-17,0.514089489031273,0.317,1,7.67722246520628e-14,1.26071062517971,0.299441339825521
"11","Cgnl1",5.57586724294137e-17,-0.465106051610768,0.036,0.294,1.11517344858827e-13,0.070396114089942,0.916111632254592
"12","Col12a1",2.27283694625206e-06,-0.48695669913361,0.135,0.695,0.00454567389250412,0.54466348520845,1.10378629499248
"13","Col4a5",0.0239924754158207,-0.343984610153522,0.25,0.52,1,0.490013238509182,1.13659538721859
"14","Col6a5",3.29046643473424e-11,0.273397431775328,0.147,0.617,6.58093286946848e-08,0.589430152257584,0.44894666847912
"15","Crlf1",4.29319679670015e-20,0.301933230711533,0.282,0.996,8.5863935934003e-17,0.772000687834243,0.151198569370944
"16","Cxcl1",2.43820233749564e-26,0.414550304651789,0.159,0.896,4.87640467499127e-23,1.0136561011259,0.299169610359419
"17","Cyp1b1",0.000459099552105861,0.293196128008575,0.524,0.654,0.918199104211722,1.22251373477641,1.43766303921193
"18","Cytl1",7.51896808622566e-28,-0.480957788314691,0.067,0.245,1.50379361724513e-24,0.31586011224741,1.20587234394222
"19","Efemp1",0.730416087753763,0.311963475483795,0.5,0.859,1,1.18207493186046,0.696293693220453
"20","Fabp4",3.18223061348616e-23,-0.291493983562241,0.25,0.967,6.36446122697233e-20,1.43762201107435,1.55328781829342
"21","Flrt3",2.05932289021109e-05,0.255258868425181,0.194,0.729,0.0411864578042218,0.481346699669846,0.178384877914092
"22","Fmod",2.15087346707636e-07,-0.425286451771161,0.02,0.257,0.000430174693415271,0.0490235345506532,1.50506062904969
"23","Fos",0.0549128771281067,-0.344456946694032,0.754,1,1,2.66993438809036,1.56857025839451
"24","Fosb",0.303540224725334,0.251443914693838,0.548,0.944,1,1.78500096298724,1.00889215780851
"25","Gdf10",0.875894560269299,-0.328134367876768,0.52,0.74,1,1.326279623646,1.51371276281418
"26","Hba-a1",0.718709209365837,0.910827393429834,0.937,1,1,3.31353947626177,1.31691142839957
"27","Hba-a2",0.509823595507468,1.2291719404991,0.627,1,1,2.38432369275627,0.581859315837461
"28","Hba-a3",1.48901180600772e-41,0.37751478338352,0.056,0.874,2.97802361201543e-38,0.487619300780579,0.0646919082670091
"29","Hbb",9.65728321505708e-27,0.841948948033827,0.238,0.996,1.93145664301142e-23,1.09352602305975,0.0629475144946278
"30","Hspa1b",0.689275551994225,0.662835059992649,0.528,0.967,1,1.6876475521681,0.158484036781201
"31","Ighm",2.26049068517383e-35,0.349495606852858,0.131,0.922,4.52098137034766e-32,0.61469102545893,0.0726691394100415
"32","Junb",0.135099565722531,-0.368817062005105,0.849,1,1,2.84601225906356,1.81359828240275
"33","LOC100134871",0.367486434272908,0.628214343922657,0.933,1,1,3.62164951405682,1.55122257556063
"34","LOC100911932",2.08222430601401e-06,0.254527313945178,0.54,0.569,0.00416444861202803,1.25663838020868,1.5248923748955
"35","LOC103694857",8.6743374839995e-05,0.323430702163835,0.087,0.651,0.17348674967999,0.43027716936821,0.112355031029115
"36","Lpl",0.812766065557513,0.27982940138415,0.623,0.993,1,2.83047041255993,1.94874099738683
"37","Lum",0.00313651414809477,0.256311265111514,0.917,0.959,1,3.25477003059382,3.47294960937766
"38","Mdk",0.369399131693543,-0.259645541128993,0.433,0.639,1,1.0005338471804,1.56460516847482
"39","Mup5",4.2272877092308e-08,0.320433763986258,0.262,0.446,8.4545754184616e-05,1.68702095526619,2.27427975079239
"40","Mx2",1.64251591758881e-11,0.272054785443156,0.06,0.699,3.28503183517762e-08,0.409132243977184,0.107625658006726
"41","Myh10",0.000967998155962266,-0.344027948123782,0.115,0.454,1,0.198820625781663,0.691489282827627
"42","Myoc",4.34027744764783e-30,0.675108993909756,0.21,0.967,8.68055489529567e-27,1.79192708568118,0.916776766538676
"43","Ndufa4l2",4.08735892574969e-30,-0.326071139240667,0.048,0.219,8.17471785149938e-27,0.0953938434312814,0.705151293306356
"44","Pi16",0.0605154927762649,0.299219345193296,0.385,0.61,1,3.08302966965362,3.71454966879996
"45","Pla2g2a",1.86202635238186e-05,0.500178543673596,0.329,0.502,0.0372405270476372,2.44159876688732,2.72921622403527
"46","Plac8",3.71686841142818e-06,0.352385593827151,0.357,0.903,0.00743373682285636,1.0946227999224,0.518796553298203
"47","Plpp3",0.00920832619382565,0.378551678587974,0.877,0.881,1,2.65486573337737,3.42261291224738
"48","Postn",1.64885076149399e-15,0.435949982477647,0.329,0.996,3.29770152298799e-12,1.62406202990086,0.474732240319631
"49","Ptgs2",5.3877991018225e-06,0.383518914689772,0.385,0.907,0.010775598203645,1.63283532354634,0.802934168423519
"50","Ptn",8.77437100636336e-72,0.315930065751997,0.063,0.989,1.75487420127267e-68,0.427622276042909,0.0187599791391219
"51","Rhoj",1.90364963971322e-07,0.257914125878194,0.778,0.71,0.000380729927942644,1.48049385207542,1.3612618283366
"52","RT1-Da",5.14770586071176e-39,0.334294901404374,0.183,1,1.02954117214235e-35,0.745962301065723,0.133113082338884
"53","S100a16",0.0017070974629756,0.267537932078619,0.548,0.74,1,1.00130561206415,0.659480846984529
"54","Sfrp2",0.862695392613183,0.312842883315288,0.694,0.855,1,3.16906453548134,3.22456008088891
"55","Srpx",3.01197818559926e-05,0.28105734907421,0.841,0.818,0.0602395637119852,2.3330284182311,2.56226751814836
"56","Thbd",0.000438783169331922,0.40634216061048,0.405,0.561,0.877566338663845,1.92415193907701,2.4113893599442
"57","Thbs4",0.163726107270101,0.287379139021796,0.048,0.435,1,0.52973167205876,0.237828646704073
"58","Timp3",0.158137451985798,-0.316719895599492,0.349,0.584,1,0.767215290000539,1.52788545887658
