gene_short_name	status	p_value	morans_test_statistic	morans_I	q_value
Mcf2l	FAIL	NA	NA	NA	1
Pcdh17	FAIL	NA	NA	NA	1
Prex2	FAIL	NA	NA	NA	1
Bank1	OK	1.05523390200083e-60	16.3940112081877	0.200156679363627	4.3488427476398e-60
Sphkap	FAIL	NA	NA	NA	1
RT1-Bb	OK	3.19684103012666e-63	16.7427749364839	0.205208834181854	1.39126521631112e-62
Fam71f1	FAIL	NA	NA	NA	1
Mapk15	OK	0.353736541903853	0.375251968716845	-0.0010069917588698	0.39841134326231
Arfgef3	FAIL	NA	NA	NA	1
Cnn3	FAIL	NA	NA	NA	1
Npr3	FAIL	NA	NA	NA	1
Txnip	FAIL	NA	NA	NA	1
Adam10	FAIL	NA	NA	NA	1
Ncf4	OK	2.40465430925115e-53	15.3301424337529	0.177096497579555	8.17582465145391e-53
Iffo1	FAIL	NA	NA	NA	1
Rhoc	FAIL	NA	NA	NA	1
Slc4a4	FAIL	NA	NA	NA	1
Cdc25b	OK	0.125940850616063	1.14579085197919	0.00291250117926314	0.149916461127217
Cenpw	OK	1.26446208050949e-20	9.23725898017456	0.108720409493715	2.33968493808558e-20
Ptgfrn	FAIL	NA	NA	NA	1
Cotl1	FAIL	NA	NA	NA	1
Hmgcs2	FAIL	NA	NA	NA	1
Arl5b	FAIL	NA	NA	NA	1
Kif18b	FAIL	NA	NA	NA	1
AABR07042514.3	FAIL	NA	NA	NA	1
Rhou	FAIL	NA	NA	NA	1
Snai1	FAIL	NA	NA	NA	1
Pdia5	OK	5.67295664244387e-08	5.30373154139356	0.0637875776316431	8.20768195076986e-08
Eps8	FAIL	NA	NA	NA	1
Cntfr	FAIL	NA	NA	NA	1
Enpp1	FAIL	NA	NA	NA	1
Prdx4	FAIL	NA	NA	NA	1
Uhrf1	FAIL	NA	NA	NA	1
Il9r	OK	0.581162502690426	-0.204868336099285	-0.00375301743663333	0.630206508631799
LOC690097	OK	2.53814455124283e-61	16.480382249427	0.189791334978119	1.07034933013651e-60
Pkig	FAIL	NA	NA	NA	1
Grn	FAIL	NA	NA	NA	1
Plscr1	FAIL	NA	NA	NA	1
Nid2	FAIL	NA	NA	NA	1
Magohb	FAIL	NA	NA	NA	1
Tnfsf8	OK	1.44519373143247e-15	7.895549578702	0.0876696684475432	2.38962124589441e-15
Hmgcs1	FAIL	NA	NA	NA	1
Myo1f	OK	8.06156133319988e-59	16.1283655150732	0.189720509779035	3.20108712792754e-58
Duox1	FAIL	NA	NA	NA	1
Ppp1r14c	OK	0.865414749986196	-1.10497481994729	-0.0143857108616092	0.88162101871253
AABR07017610.1	FAIL	NA	NA	NA	1
Rasgrp3	OK	6.40817997885512e-63	16.7013355661878	0.198240829718967	2.74492118779306e-62
Sec11c	FAIL	NA	NA	NA	1
Nexmif	FAIL	NA	NA	NA	1
Slc14a2.1	OK	3.96296913794202e-40	13.2076510201802	0.161904842175706	1.02173232750733e-39
Anxa8	OK	1.25366850270924e-221	31.7574299073585	0.383662950562205	2.96519854553837e-220
Ube2o	FAIL	NA	NA	NA	1
Npdc1	FAIL	NA	NA	NA	1
Ptprv	FAIL	NA	NA	NA	1
Eaf2	FAIL	NA	NA	NA	1
Scn3b	FAIL	NA	NA	NA	1
Atg16l1	FAIL	NA	NA	NA	1
Cd69	OK	3.43142721964491e-100	21.2155438701551	0.263485126075704	2.87184062690282e-99
Nqo1	FAIL	NA	NA	NA	1
AC134224.1	FAIL	NA	NA	NA	1
Wnt11	FAIL	NA	NA	NA	1
Dbp	FAIL	NA	NA	NA	1
AABR07057079.1	FAIL	NA	NA	NA	1
Slc25a34	FAIL	NA	NA	NA	1
Acr	FAIL	NA	NA	NA	1
Fstl3	FAIL	NA	NA	NA	1
Cenpu	OK	0.227930407043063	0.745679883297037	-0.00153846153846018	0.264379832476388
Ddx25	OK	2.05898296730801e-15	7.85128481133888	0.0938049597147206	3.37375522354084e-15
Gdap1	OK	2.04655788779346e-25	10.3521220011601	0.116118436308696	4.20123581494204e-25
Scn1a	FAIL	NA	NA	NA	1
Fkbp11	FAIL	NA	NA	NA	1
Igsf11	FAIL	NA	NA	NA	1
Trib1	FAIL	NA	NA	NA	1
Vat1	FAIL	NA	NA	NA	1
Kcne3	FAIL	NA	NA	NA	1
Prom1	FAIL	NA	NA	NA	1
Flna	FAIL	NA	NA	NA	1
Pycard	FAIL	NA	NA	NA	1
Slc38a2	FAIL	NA	NA	NA	1
P3h3	FAIL	NA	NA	NA	1
Cwc25	FAIL	NA	NA	NA	1
Marcksl1	OK	1.22291847656888e-08	5.5770840618484	0.0682489895194997	1.77879051137292e-08
Slc44a1	FAIL	NA	NA	NA	1
AABR07051550.1	OK	2.67522365643934e-57	15.910592803343	0.183972967907121	9.90014740886394e-57
Gvin1	OK	1.66614957635324e-29	11.2178618252763	0.136373495492998	3.61109708978551e-29
Slc25a37	OK	0.0382775949054886	1.77103314702075	0.0191869483002508	0.0472177134435053
AABR07035465.1	FAIL	NA	NA	NA	1
Klrc1	FAIL	NA	NA	NA	1
Havcr1	OK	1.74715439543426e-106	21.8864865479772	0.252773525612393	1.61093557816312e-105
AABR07001389.1	FAIL	NA	NA	NA	1
Slamf7	FAIL	NA	NA	NA	1
Amotl2	FAIL	NA	NA	NA	1
Socs3	OK	2.25474185276508e-63	16.7635409798437	0.204935775626363	1.02214963992017e-62
Slamf9	OK	0.0305006327266114	1.87348628090777	0.0190002812768631	0.0379687510372462
Agtr1a	FAIL	NA	NA	NA	1
Nrarp	OK	0	48.6319969702218	0.605821894090996	0
Samd4a	FAIL	NA	NA	NA	1
Fzd4	FAIL	NA	NA	NA	1
Msmp	FAIL	NA	NA	NA	1
Mmp9	FAIL	NA	NA	NA	1
Dpysl3	FAIL	NA	NA	NA	1
LOC103694210	FAIL	NA	NA	NA	1
Lrrtm3	OK	0.61606230384163	-0.295155109804069	-0.00446755816770645	0.650746500900833
AABR07065781.1	OK	6.79026925360476e-19	8.80083211471852	0.0776391022161584	1.20715897841862e-18
AABR07032097.1	OK	4.72924647585591e-37	12.6631831266703	0.154342137872361	1.15887841570523e-36
P2ry6	OK	5.22091969541369e-45	14.0284433745537	0.0807518234625513	1.47159601777464e-44
Dact1	FAIL	NA	NA	NA	1
Hcls1	FAIL	NA	NA	NA	1
Lima1	FAIL	NA	NA	NA	1
Arl5c	FAIL	NA	NA	NA	1
AC134224.2	FAIL	NA	NA	NA	1
Kcne2	FAIL	NA	NA	NA	1
Itgax	FAIL	NA	NA	NA	1
Ccna2	FAIL	NA	NA	NA	1
Stab1	OK	0.592531719864725	-0.234062368254538	-0.00338792227515769	0.633275551289608
Ptpn1	FAIL	NA	NA	NA	1
Sash1	FAIL	NA	NA	NA	1
Scpep1	FAIL	NA	NA	NA	1
Thbs3	FAIL	NA	NA	NA	1
AABR07030791.1	FAIL	NA	NA	NA	1
Plk1	FAIL	NA	NA	NA	1
Dlc1	FAIL	NA	NA	NA	1
Ptgfr	FAIL	NA	NA	NA	1
Lacc1	FAIL	NA	NA	NA	1
Coq10b	FAIL	NA	NA	NA	1
Hspa2	FAIL	NA	NA	NA	1
Arl4d	FAIL	NA	NA	NA	1
Rasl11b	OK	2.00657075838034e-38	12.908837447307	0.159054332116597	5.07709066306468e-38
Unc119	FAIL	NA	NA	NA	1
RGD1566006	FAIL	NA	NA	NA	1
Cdc42ep2	FAIL	NA	NA	NA	1
Col6a6	FAIL	NA	NA	NA	1
Agrn	FAIL	NA	NA	NA	1
Cx3cr1	OK	3.65624225054901e-46	14.2157868709268	0.0814544313947945	1.05797648100993e-45
C2	FAIL	NA	NA	NA	1
Pgf	FAIL	NA	NA	NA	1
Pmaip1	OK	1.70532220214409e-16	8.15784158228891	0.0668484600611221	2.90813566760623e-16
Pcp4	OK	0.227930407042055	0.745679883300371	-0.00153846153846153	0.264379832476388
Ripor2	OK	4.30474835289518e-24	10.0563931485714	0.122277423050475	8.54665366414225e-24
Cacna2d1	OK	2.6252672165944e-17	8.38094295536555	0.102639881583117	4.56276474705226e-17
Zg16b	FAIL	NA	NA	NA	1
Prxl2a	FAIL	NA	NA	NA	1
Lamb1	FAIL	NA	NA	NA	1
Runx3	OK	7.84989042722767e-174	28.0832309918762	0.312188389507013	1.37752915884253e-172
Erbb3	FAIL	NA	NA	NA	1
Itm2c	FAIL	NA	NA	NA	1
Naalad2	OK	2.02735333773004e-49	14.7313587480248	0.178908406415037	6.37503014870024e-49
B3gnt7	FAIL	NA	NA	NA	1
Serpinb6b	FAIL	NA	NA	NA	1
Fam13a	FAIL	NA	NA	NA	1
Pllp	FAIL	NA	NA	NA	1
Bdkrb2	FAIL	NA	NA	NA	1
LOC102556347	FAIL	NA	NA	NA	1
Zbtb32	FAIL	NA	NA	NA	1
Prima1	FAIL	NA	NA	NA	1
Mlf1	OK	4.83649922926629e-06	4.42435692365737	0.0381338120085663	6.62734403204247e-06
Lime1	FAIL	NA	NA	NA	1
Wnt4	FAIL	NA	NA	NA	1
Usp18	OK	5.78034892977227e-12	6.78559758220271	0.0825057952378585	8.95871742961856e-12
Fgf7	FAIL	NA	NA	NA	1
Ptprf	FAIL	NA	NA	NA	1
AABR07066529.3	FAIL	NA	NA	NA	1
Xirp1	FAIL	NA	NA	NA	1
Pkp1	OK	3.54600434818237e-15	7.7828296755337	0.0911610960928175	5.77552804015332e-15
Esrrg	FAIL	NA	NA	NA	1
LOC499331	OK	1.06449185667502e-15	7.93359103549817	0.0975525437336679	1.77632996942089e-15
Rab34	FAIL	NA	NA	NA	1
Tnfsf9	OK	3.60318310649478e-20	9.1245067510741	0.111776826822033	6.6220662497742e-20
Tubb2b	OK	5.68739193954273e-38	12.8283590566232	0.155819221296631	1.4127585457129e-37
Il17d	FAIL	NA	NA	NA	1
Heph	OK	4.55996755444034e-36	12.4840729813932	0.145040060475216	1.08799225860331e-35
Enah	FAIL	NA	NA	NA	1
Zbtb20	FAIL	NA	NA	NA	1
Sit1	OK	3.71712436031624e-115	22.7788343415536	0.282335015370166	3.88868394617699e-114
Pcdh7	OK	1.15636050870654e-17	8.4769007381591	0.103276630684172	2.01621832287294e-17
Cyp7b1	FAIL	NA	NA	NA	1
Dcaf12	OK	4.30690595142179e-21	9.3518374008997	0.11488382957879	8.05139806726274e-21
Smpdl3a	FAIL	NA	NA	NA	1
Lepr	FAIL	NA	NA	NA	1
Mid1	FAIL	NA	NA	NA	1
Sort1	OK	7.85814239517764e-07	4.80190551942686	0.045071567655868	1.09330676802471e-06
Zdhhc1	FAIL	NA	NA	NA	1
Ctsb	FAIL	NA	NA	NA	1
Lrp4	FAIL	NA	NA	NA	1
Slc6a4	FAIL	NA	NA	NA	1
Fxyd2	OK	0.646285308145996	-0.375310734500958	-0.00296787863734813	0.677416585031641
Col8a2	FAIL	NA	NA	NA	1
Lyl1	FAIL	NA	NA	NA	1
Rprm	OK	8.5414851427599e-20	9.03053809236649	0.108450216227243	1.5437102716483e-19
Slc16a3	OK	0.666432750399844	-0.430084053903334	-0.00214491064491073	0.695853006175652
Cdc6	OK	0.3827478042926	0.298271953320141	-0.00176923076923076	0.426669683473718
Junb	OK	1.06908897022146e-05	4.2499504663453	0.0512555020289579	1.45033516159719e-05
LOC681325	OK	1.10623060208455e-18	8.74589942390931	0.0956852063280848	1.96022621346578e-18
Epyc	FAIL	NA	NA	NA	1
Rerg	OK	8.34032629779829e-60	16.267890327274	0.202744571568722	3.38592351194199e-59
Mlana	FAIL	NA	NA	NA	1
Cacng4	FAIL	NA	NA	NA	1
Prr5l	FAIL	NA	NA	NA	1
Il4r	FAIL	NA	NA	NA	1
Rnf152	FAIL	NA	NA	NA	1
Myocd	OK	0.674409236003843	-0.452121399754767	-0.00242790289763658	0.702832613766457
Zfp36	OK	4.54487551350961e-05	3.91368682964059	0.0471817802506216	6.1198323746268e-05
Rspo1	FAIL	NA	NA	NA	1
AABR07025295.1	FAIL	NA	NA	NA	1
Gltpd2	OK	5.04137447507203e-87	19.7384481130664	0.243486602251697	3.65667695258558e-86
AABR07000493.1	OK	2.64985489483531e-63	16.753939989386	0.19761303258543	1.1625169861213e-62
Esco2	OK	0.594060771163509	-0.238003399326047	-0.0040124986285178	0.633664822574409
Klhdc8a	OK	0.59122233050909	-0.230690391116758	-0.00440520762941941	0.633275551289608
RT1-DOa	OK	1.51864779382018e-64	16.9231523485571	0.207272794273906	7.06106324648017e-64
Acp5	FAIL	NA	NA	NA	1
Btla	OK	3.60335251674573e-23	9.84496117035606	0.114684176668834	7.05116463708516e-23
Kmo	OK	6.34078276446971e-24	10.018180773422	0.106841757439605	1.24977747241722e-23
Tox	OK	1.47984075218969e-49	14.7526155659166	0.178074554777801	4.68042656506506e-49
Map1lc3a	FAIL	NA	NA	NA	1
AABR07021759.1	FAIL	NA	NA	NA	1
Hspb7	FAIL	NA	NA	NA	1
Itga3	FAIL	NA	NA	NA	1
Slc35f1	FAIL	NA	NA	NA	1
Aloxe3	OK	2.00910043820387e-12	6.93653979789267	0.0734912762245953	3.13166372029485e-12
Tceal9	FAIL	NA	NA	NA	1
Ubac1	FAIL	NA	NA	NA	1
Rasef	FAIL	NA	NA	NA	1
Dgat2	FAIL	NA	NA	NA	1
Acer3	FAIL	NA	NA	NA	1
Hspb2	FAIL	NA	NA	NA	1
Trim45	FAIL	NA	NA	NA	1
Ngef	FAIL	NA	NA	NA	1
H1f1	FAIL	NA	NA	NA	1
Nfib	FAIL	NA	NA	NA	1
Fgf13	OK	2.66200361366989e-21	9.40258232279542	0.11016450165771	5.01083033161392e-21
Rab11fip1	FAIL	NA	NA	NA	1
LOC102550036	FAIL	NA	NA	NA	1
Ly6l	OK	0.610232632291344	-0.279925405379864	-0.00442208098111607	0.648372171809553
Cpne7	FAIL	NA	NA	NA	1
Trpv1	OK	0.988906541666769	-2.28715261579748	-0.0111563452305298	0.998080071737889
Il18	OK	5.73234359023607e-05	3.85729903268832	0.0361396071634951	7.69974052614425e-05
Scnn1b	OK	5.96191066413415e-57	15.860344399533	0.180097913316191	2.19140500087093e-56
AABR07058422.1	OK	2.51358700104184e-09	5.84627014515879	0.0588665848533895	3.70566755709149e-09
Dhrs11	OK	1.72356210876148e-53	15.3517588045093	0.19012262054128	5.89696721488206e-53
Ptprcap	FAIL	NA	NA	NA	1
Msrb1	FAIL	NA	NA	NA	1
Pi15	FAIL	NA	NA	NA	1
Epha2	OK	1.75148868435301e-31	11.6138925437469	0.13502551794818	3.88901977260424e-31
Cdkl1	OK	5.44903529328315e-14	7.42953427567055	0.0818567772592476	8.7700449690711e-14
Pdk4	FAIL	NA	NA	NA	1
Gadd45a	FAIL	NA	NA	NA	1
Add2	OK	0.336523896728341	0.421968796369229	-0.000779104983043674	0.37981120294651
Meis1	FAIL	NA	NA	NA	1
Nr1h3	FAIL	NA	NA	NA	1
Knstrn	OK	0.778078925933329	-0.765721303895135	-0.00953771526710807	0.800141655402138
Aoah	FAIL	NA	NA	NA	1
Copz2	FAIL	NA	NA	NA	1
Trhde	FAIL	NA	NA	NA	1
Smim5	OK	1.27144482159518e-26	10.6148181971654	0.0727589264053031	2.62990868040981e-26
Swap70	FAIL	NA	NA	NA	1
Ccn6	OK	0.33287198064352	0.43199649406052	-0.00101917951569595	0.377254911395989
Cd19	OK	5.73660866782491e-70	17.6432202881102	0.215367879273973	2.88955103268218e-69
Map4k1	OK	5.5082739632766e-38	12.8308384397487	0.156212681845224	1.37454175964333e-37
Tax1bp3	FAIL	NA	NA	NA	1
Ebf1	OK	1.58675617495888e-11	6.638286197256	0.0815535504864143	2.44531263223125e-11
AABR07047174.3	FAIL	NA	NA	NA	1
Mef2c	OK	9.80749679401289e-77	18.5027644672267	0.230331373649004	5.86294313839891e-76
Il17b	OK	9.26966420073399e-28	10.8566667351418	0.121509172856736	1.9394989712305e-27
Sult5a1	FAIL	NA	NA	NA	1
Fam167a	OK	1.85686771813573e-41	13.4361264937478	0.155138066337613	4.95164724836196e-41
Pros1	FAIL	NA	NA	NA	1
Ctsd	FAIL	NA	NA	NA	1
Tmcc3	FAIL	NA	NA	NA	1
Nav3	OK	4.72403459763345e-50	14.8294666137909	0.182871261697858	1.53884719827102e-49
Metrn	FAIL	NA	NA	NA	1
Cdc25c	OK	0.877921433061543	-1.16465879608274	-0.013027050870087	0.892690204832671
Fxyd3	OK	1.30965981285556e-06	4.69861478516271	0.0527543804687377	1.81286243815121e-06
Myadm	FAIL	NA	NA	NA	1
Tmem120b	FAIL	NA	NA	NA	1
Abca4	FAIL	NA	NA	NA	1
Mbp	OK	5.81256916462417e-37	12.6469847115729	0.133283488873558	1.41162393998016e-36
Ezr	FAIL	NA	NA	NA	1
Btg2	OK	1.03220174142869e-07	5.19344283662566	0.0633354395491636	1.46994174695603e-07
Mzb1	FAIL	NA	NA	NA	1
Slc39a8	FAIL	NA	NA	NA	1
Racgap1	OK	2.62062123454712e-28	10.9714714263199	0.118126441543927	5.52565097516912e-28
Runx2	FAIL	NA	NA	NA	1
Rrbp1	FAIL	NA	NA	NA	1
Myh10	FAIL	NA	NA	NA	1
Ptgir	FAIL	NA	NA	NA	1
L1td1	FAIL	NA	NA	NA	1
LOC100359687	FAIL	NA	NA	NA	1
Smim22	FAIL	NA	NA	NA	1
S1pr3	FAIL	NA	NA	NA	1
Kcnk7	OK	1.54876069465074e-111	22.4106685904492	0.254955902314439	1.47811546998246e-110
Lypd1	OK	3.32791954960512e-22	9.61886986977287	0.115600392953487	6.37460646121544e-22
Serpinb6a	FAIL	NA	NA	NA	1
Sapcd2	FAIL	NA	NA	NA	1
Tal1	OK	0.591773037431843	-0.232108265625046	-0.00346485871762456	0.633275551289608
Dapk1	FAIL	NA	NA	NA	1
N4bp2l1	FAIL	NA	NA	NA	1
Cd226	OK	2.13328973252616e-10	6.24394944456237	0.0653361066208789	3.21470807339123e-10
Fzd1	FAIL	NA	NA	NA	1
Shox2	OK	7.09192071063927e-38	12.8112460546188	0.154064831230998	1.75363857572171e-37
Ttk	FAIL	NA	NA	NA	1
Arhgap10	FAIL	NA	NA	NA	1
Sema4a	FAIL	NA	NA	NA	1
Aff2	FAIL	NA	NA	NA	1
Dlx5	OK	1.90763401842941e-05	4.118391092088	0.045362456017477	2.58147489061095e-05
Ephx1	FAIL	NA	NA	NA	1
Nfix	FAIL	NA	NA	NA	1
Themis2	OK	6.52131182703265e-16	7.99419212976244	0.0880045566617494	1.0983262024476e-15
Rnf144b	FAIL	NA	NA	NA	1
Ssr4	FAIL	NA	NA	NA	1
AABR07049085.2	FAIL	NA	NA	NA	1
Pcdhb9	FAIL	NA	NA	NA	1
Plagl2	FAIL	NA	NA	NA	1
Evi2a	FAIL	NA	NA	NA	1
Gria4	FAIL	NA	NA	NA	1
LOC100360087	OK	1.890855715025e-09	5.8934689698459	0.0721822942301062	2.81045221031038e-09
Ctsc	FAIL	NA	NA	NA	1
Cd200r1	OK	0.227930407042825	0.745679883297822	-0.00153846153846052	0.264379832476388
LOC498265	FAIL	NA	NA	NA	1
Spsb4	FAIL	NA	NA	NA	1
Tjp1	FAIL	NA	NA	NA	1
Ankrd55	OK	1.77302187402666e-12	6.9541856541262	0.0699325694876762	2.7716204007773e-12
Cd96	OK	3.72197073221246e-66	17.1401647848641	0.203829483987831	1.74547592958929e-65
Ech1	FAIL	NA	NA	NA	1
Ptpn6	FAIL	NA	NA	NA	1
Ctla4	OK	3.26449907358954e-29	11.1582140497229	0.112357509815694	6.99168305524688e-29
Pde1a	OK	2.696660062757e-09	5.83455844495396	0.0703570167804879	3.96481911929678e-09
Itga5	FAIL	NA	NA	NA	1
Nim1k	OK	1.03951367849587e-60	16.3949233593398	0.185723874930329	4.31675909237978e-60
Tnfrsf13b	OK	4.2509656919675e-47	14.365638671643	0.171793599293719	1.28473629801684e-46
LOC102550543	OK	2.57718534607647e-70	17.6883714172818	0.212998943349224	1.32263097006189e-69
Laptm5	FAIL	NA	NA	NA	1
Akr1c3	OK	1.70719320349561e-257	34.2571404065571	0.409183811383335	6.19142068467742e-256
Lmo1	FAIL	NA	NA	NA	1
Ugcg	FAIL	NA	NA	NA	1
Scamp5	OK	1.21855368018426e-40	13.2961458825074	0.161476057948622	3.20238261845525e-40
Slc16a7	OK	6.10011172925454e-78	18.6518413390086	0.223950392581861	3.81432273645342e-77
Grxcr1	FAIL	NA	NA	NA	1
Emx2	OK	1.73336522268107e-29	11.2143630865245	0.132368051046935	3.74186778229565e-29
Cttnbp2	FAIL	NA	NA	NA	1
Dock9	FAIL	NA	NA	NA	1
Fam221a	FAIL	NA	NA	NA	1
Flt3	FAIL	NA	NA	NA	1
Chn1	FAIL	NA	NA	NA	1
P2ry10	FAIL	NA	NA	NA	1
Ptp4a1	FAIL	NA	NA	NA	1
Ttc9	OK	2.67474266856792e-15	7.81840966591144	0.0929619857090835	4.36954958468754e-15
Aspa	FAIL	NA	NA	NA	1
Cdc20	FAIL	NA	NA	NA	1
Epb41l4b	FAIL	NA	NA	NA	1
Clic5	FAIL	NA	NA	NA	1
Ppfibp1	FAIL	NA	NA	NA	1
Insr	FAIL	NA	NA	NA	1
RGD1306556	FAIL	NA	NA	NA	1
Xpnpep2	FAIL	NA	NA	NA	1
Cdh1	FAIL	NA	NA	NA	1
Shisa4	OK	7.45874508845452e-33	11.8806655263074	0.144300625487064	1.68363374610758e-32
Cd80	FAIL	NA	NA	NA	1
Lyrm7	OK	8.71935294017209e-46	14.1548186395242	0.163453493173652	2.49648842076506e-45
AABR07039153.2	FAIL	NA	NA	NA	1
Gpr15	FAIL	NA	NA	NA	1
Cideb	OK	0.139020040154464	1.08473265525042	0.0103706152226709	0.164764492034921
LOC688925	OK	0.368562751478357	0.335662346702993	-0.00121460577551858	0.4133982202149
Ccnd2	FAIL	NA	NA	NA	1
F7	FAIL	NA	NA	NA	1
LOC103694855	OK	2.10301568396708e-09	5.87587992136016	0.0584092118010927	3.11727665416374e-09
Nmu	FAIL	NA	NA	NA	1
Slc66a3	FAIL	NA	NA	NA	1
Khdrbs3	FAIL	NA	NA	NA	1
RGD1560394	FAIL	NA	NA	NA	1
Marveld3	FAIL	NA	NA	NA	1
Cidec	FAIL	NA	NA	NA	1
AABR07048420.1	FAIL	NA	NA	NA	1
Sh3bgr	OK	0.0252353346248451	1.95595318462602	0.0154133972953756	0.0316313871795293
Efr3b	OK	8.02150369143095e-21	9.28584433843733	0.0971923992214751	1.49441712607481e-20
Tbc1d8	OK	2.34301468158517e-28	10.9815899103817	0.132280775185117	4.95953302249934e-28
Cebpa	FAIL	NA	NA	NA	1
Trio	FAIL	NA	NA	NA	1
Otulinl	FAIL	NA	NA	NA	1
Hyal1	OK	2.52262375163191e-11	6.56959447684946	0.0764113542793826	3.86565442503595e-11
Itgb7	FAIL	NA	NA	NA	1
Clec2d2	FAIL	NA	NA	NA	1
Acsl3	FAIL	NA	NA	NA	1
Myoz1	OK	2.33073609588873e-76	18.45605793264	0.210009400740771	1.36335530770265e-75
Robo1	OK	0.84254913913091	-1.00498988238302	-0.0112409272251072	0.861554006930855
Ccn4	FAIL	NA	NA	NA	1
Pcdhb7	OK	0.127676452825506	1.13744356123981	0.0103289968245138	0.151650633923745
Gucy1a2	FAIL	NA	NA	NA	1
Ocm2	FAIL	NA	NA	NA	1
Tspan33	OK	1.15219733490855e-06	4.72471397259549	0.0527291034374255	1.59896773007718e-06
Ctss	FAIL	NA	NA	NA	1
Ldb3	OK	0.335046881950341	0.426019325753532	0.00258240947161847	0.37893036129103
Cdc42ep3	FAIL	NA	NA	NA	1
Lamp2	FAIL	NA	NA	NA	1
Pde2a	OK	5.01833070423773e-152	26.2370835651027	0.318039705344125	7.58325528640368e-151
Scn1b	FAIL	NA	NA	NA	1
Sema6b	FAIL	NA	NA	NA	1
Slc7a2	OK	1.7615513687583e-07	5.09307068411888	0.058933939284112	2.48904920676497e-07
Rrm1	FAIL	NA	NA	NA	1
Ndrg1	FAIL	NA	NA	NA	1
Tnfaip8l2	OK	1.7309691882598e-33	12.0021478927167	0.14671675407524	3.95650100173668e-33
Lrrc32	FAIL	NA	NA	NA	1
Jakmip1	OK	5.87885097752604e-07	4.85967767797431	0.0561742321554253	8.24251271075816e-07
AABR07006275.1	OK	1.55784454098299e-21	9.45877597757979	0.109046205872591	2.95284818918031e-21
Ogfrl1	FAIL	NA	NA	NA	1
Ifi27	FAIL	NA	NA	NA	1
Cd81	FAIL	NA	NA	NA	1
Stmn3	FAIL	NA	NA	NA	1
Itgb1bp2	FAIL	NA	NA	NA	1
Bmp3	FAIL	NA	NA	NA	1
Prr29	FAIL	NA	NA	NA	1
Arhgap5	FAIL	NA	NA	NA	1
Tnfrsf1b	FAIL	NA	NA	NA	1
Lman1	FAIL	NA	NA	NA	1
Ptms	FAIL	NA	NA	NA	1
Ms4a4c	FAIL	NA	NA	NA	1
Septin1	OK	6.63973219394791e-23	9.78331037742472	0.11980670120653	1.29462878620346e-22
Trpc6	OK	1.88535118807743e-166	27.4722251252481	0.332550523220655	3.10797286761855e-165
Dzip1l	FAIL	NA	NA	NA	1
Cenph	OK	6.48060156058743e-07	4.84034789005994	0.0520414848816509	9.03960833066554e-07
Wnt5b	FAIL	NA	NA	NA	1
Scml4	FAIL	NA	NA	NA	1
Plbd1	OK	1.60664686301898e-07	5.11048702978338	0.0574932521561549	2.27608305594355e-07
Syngr1	OK	3.62319307407832e-43	13.7244631674182	0.15559326997776	1.00051626005005e-42
Atp2a3	FAIL	NA	NA	NA	1
Dstn	FAIL	NA	NA	NA	1
Slc39a14	FAIL	NA	NA	NA	1
Gpx7	FAIL	NA	NA	NA	1
Specc1	OK	1.23949649185984e-12	7.00448312499721	0.0849774564283091	1.94318758378027e-12
Srpx2	OK	3.42780026881036e-29	11.1538729678235	0.136907765015964	7.3126405734621e-29
Wee1	FAIL	NA	NA	NA	1
Nfia	FAIL	NA	NA	NA	1
Tmem37	FAIL	NA	NA	NA	1
LOC688553	OK	1.25000464809539e-94	20.6045170226815	0.235448281238075	9.85510910962159e-94
Slc22a2	OK	0.998109127740901	-2.89581568011176	-0.0220931765729808	1
Slc1a1	OK	0.267168268013905	0.621399902750301	-0.0016025641025641	0.307922749575348
AABR07036301.1	FAIL	NA	NA	NA	1
Hist1h2bq	FAIL	NA	NA	NA	1
Ikzf3	FAIL	NA	NA	NA	1
Ehd2	FAIL	NA	NA	NA	1
Hoxb7	FAIL	NA	NA	NA	1
Ggt1	FAIL	NA	NA	NA	1
Pde10a	FAIL	NA	NA	NA	1
Ddit4	FAIL	NA	NA	NA	1
RGD1309350	FAIL	NA	NA	NA	1
Hm13	FAIL	NA	NA	NA	1
Grem1	OK	2.66931810247817e-69	17.5561378247594	0.213072946001744	1.32009913431648e-68
AABR07002010.1	OK	0.440723169024309	0.149135976660074	-0.00184615384615385	0.487303666563463
AABR07002065.2	FAIL	NA	NA	NA	1
AABR07002848.1	OK	0.474254124189832	0.0645802019173058	-0.0013060972877239	0.522255553763701
Hmgn5b	OK	5.6772420219004e-131	24.3224242647312	0.281510895336029	7.18237130212515e-130
Lama4	FAIL	NA	NA	NA	1
Iqck	FAIL	NA	NA	NA	1
Defb14	FAIL	NA	NA	NA	1
AABR07062154.1	OK	0.367772093951638	0.337759824357466	-0.00121323707855354	0.413363675846469
Rnf208	OK	1.5240608234478e-19	8.96695948971222	0.0833690801504977	2.7362676170152e-19
Tkt	FAIL	NA	NA	NA	1
Myorg	FAIL	NA	NA	NA	1
Dnajc6	FAIL	NA	NA	NA	1
Rad54l	OK	0.455292384827255	0.112300973867831	-0.000876654004581524	0.502391597050764
Fxyd7	FAIL	NA	NA	NA	1
Tmem82	OK	2.24960904558977e-55	15.6306875756723	0.187512646738729	7.94667091429115e-55
