gene_short_name	status	p_value	morans_test_statistic	morans_I	q_value
AABR07039778.1	OK	0.327290275604821	0.447407929980274	-0.0016923076923077	0.371703361020924
Cd72	OK	2.24092583486362e-39	13.0765747518073	0.157229200835604	5.72330354068456e-39
Cd200	FAIL	NA	NA	NA	1
Gtf2a1l	OK	0.293841010342213	0.542198133932364	0.00287680765434781	0.335818297533958
AABR07065768.3	FAIL	NA	NA	NA	1
AABR07065792.1	FAIL	NA	NA	NA	1
Creb5	FAIL	NA	NA	NA	1
AABR07057347.1	OK	0.202338032144704	0.833299099077035	0.00579362957941831	0.238250843044846
Lamp1	FAIL	NA	NA	NA	1
Plekhf1	FAIL	NA	NA	NA	1
Hepacam	OK	0.654525036763442	-0.397566272044711	-0.00568689058921489	0.684733884614062
P4ha1	FAIL	NA	NA	NA	1
Nek11	OK	1.23628415628151e-07	5.15976740660041	0.0578055673533894	1.75597540735546e-07
Gcgr	OK	1.349082338422e-09	5.94898129526602	0.0693031725406738	2.01068710164813e-09
AABR07017634.1	FAIL	NA	NA	NA	1
Adra1a	OK	7.08992882120293e-16	7.98388461626871	0.0953491810157771	1.19040780207852e-15
Mettl7a	FAIL	NA	NA	NA	1
Ripply3	FAIL	NA	NA	NA	1
Fkbp7	FAIL	NA	NA	NA	1
Limch1	FAIL	NA	NA	NA	1
Trpm6	FAIL	NA	NA	NA	1
Nrn1	OK	0.0911200816907854	1.33388922491117	0.012822626239118	0.109909810287777
E2f2	FAIL	NA	NA	NA	1
Mid2	FAIL	NA	NA	NA	1
Flnc	FAIL	NA	NA	NA	1
